 avg_rating,father,grandfather,price,ratings,sum_rating,super_father,title
4.1,女装,服装服饰,￥137.66 - ￥242.05,"63%,11%,10%,5%,11%",234,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 女式弹力棉经典三角内裤
4,女装,服装服饰,￥72.04 - ￥123.46,"61%,16%,14%,2%,7%",101,服装、鞋靴、箱包,Champion 男式 Jersey Ringer 针织运动背心
4.5,女装,服装服饰,￥118.49 - ￥124.78,"74%,16%,6%,1%,3%",74,服装、鞋靴、箱包,（郡是）GUNZE无钢圈文胸质地轻盈无痕，背部设计优美TB1053H 4Q
3.9,女装,服装服饰,￥97.38 - ￥119.38,"68%,11%,0%,7%,14%",28,服装、鞋靴、箱包,(厚木) ATSUGI 连裤袜 ASTIGU【肌】 素肌感 连裤袜 〈3双装〉 (FP5880
4.6,女装,服装服饰,￥140.45 - ￥159.12,"83%,0%,17%,0%,0%",12,服装、鞋靴、箱包,[冠军] 口袋T恤 基本款 CW-M321 女款
5,女装,服装服饰,￥162.54 - ￥169.94,"100%,0%,0%,0%,0%",2,服装、鞋靴、箱包,[冠军] 短裤 CW-P503
4.7,女装,服装服饰,￥270.72,"83%,13%,2%,0%,2%",48,服装、鞋靴、箱包,犬印本铺 孕妇骨盆带 使用期长 L 粉红色 尼龙 HB8149
4.7,女装,服装服饰,￥135.49 - ￥156.66,"84%,11%,5%,0%,0%",19,服装、鞋靴、箱包,[冠军] C Vapor T恤 CW-PS303
4.4,女装,服装服饰,￥167.62 - ￥191.73,"80%,7%,4%,5%,4%",79,服装、鞋靴、箱包,Wacoal 华歌尔 无钢圈文胸 [整洁简易文胸 日常型]
3.8,女装,服装服饰,￥92.54 - ￥185.50,"60%,7%,20%,0%,13%",15,服装、鞋靴、箱包,Nike Mens Park VI T-Shirt
3.6,女装,服装服饰,￥131.87 - ￥166.87,"45%,25%,15%,5%,10%",20,服装、鞋靴、箱包,Champion 女士 圆领T恤
4.5,女装,服装服饰,￥169.00 - ￥179.00,"50%,50%,0%,0%,0%",2,服装、鞋靴、箱包,Fanru 梵如 女式夏装新款韩版印花棉麻连衣裙女短袖气质学院风裙子 7B18-ZH1X
4.6,女装,服装服饰,￥82.61 - ￥100.37,"79%,13%,8%,0%,0%",39,服装、鞋靴、箱包,(郡是) GUNZE 短裤 舒适工作室 两条装 ***纯棉 日本制造KH5070
4.1,女装,服装服饰,￥170.94,"67%,7%,15%,7%,4%",27,服装、鞋靴、箱包,犬印本铺 产后恢复内衣收腹带束腰70cm 粉色 N2803
4.2,女装,服装服饰,￥160.99,"68%,17%,6%,3%,6%",34,服装、鞋靴、箱包,ATSUGI 厚木 矫正短裤 骨盆矫正 骨盆交叉短裤提臀〈2件装〉88227AS 491 黑色 L
4.3,女装,服装服饰,￥128.37 - ￥180.94,"64%,15%,9%,4%,8%",93,服装、鞋靴、箱包,GUNZE 郡是 无钢圈文胸 温柔物语・精致，背部舒适无痕 女士
4,女童鞋,鞋靴,￥331.98 - ￥383.60,"57%,17%,10%,6%,10%",51,服装、鞋靴、箱包,adidas Originals kids 阿迪达斯三叶草 ORIGINALS KIDS 男童 休闲运动鞋STAN SMITH J  M20605
4.5,女装,服装服饰,￥155.08 - ￥257.09,"50%,50%,0%,0%,0%",2,服装、鞋靴、箱包,[冠军] 水手领衬衫 CW-PS001
4,女童鞋,鞋靴,￥109.00 - ￥149.00,"70%,10%,10%,0%,10%",10,服装、鞋靴、箱包,VOCANU TRE 英国 男童 女童 亲子鞋 春夏网红老爹鞋网面休闲童鞋运动鞋子 27-37码
3.7,女装,服装服饰,￥94.52 - ￥114.20,"64%,0%,7%,22%,7%",14,服装、鞋靴、箱包,[郡是] 轻型文胸【包覆全罩杯】无钢圈文胸 EB1229H
4.3,女童鞋,鞋靴,￥228.65 - ￥889.52,"70%,13%,4%,2%,11%",101,服装、鞋靴、箱包,Timberland 添柏岚 儿童 6英寸优质靴
4.4,女装,服装服饰,￥113.98 - ￥141.89,"72%,12%,12%,4%,0%",25,服装、鞋靴、箱包,GUNZE郡是 无钢圈文胸 KIREILABO 完全无缝 棉混纺 清凉触感 半身背心 女式 KL2055
4.1,女童鞋,鞋靴,"￥223.20 - ￥1,033.08","62%,12%,8%,8%,10%",50,服装、鞋靴、箱包,adidas Originals kids 阿迪达斯三叶草 男童 休闲运动鞋 SUPERSTAR CF C S74906
4.9,女装,服装服饰,￥107.64,"93%,7%,0%,0%,0%",14,服装、鞋靴、箱包,サンファミリー 防紫外线遮阳帽
4.6,女童鞋,鞋靴,￥144.78,"81%,13%,0%,6%,0%",16,服装、鞋靴、箱包,[IFME] 室内鞋 SC-0002 粉色 15.5 3E
3.8,女装,服装服饰,￥97.38 - ￥124.80,"62%,8%,15%,0%,15%",13,服装、鞋靴、箱包,(厚木)ATSUGI 连裤袜 ASTIGU 【强】 结实 连裤袜 〈3双装〉
4.5,女童鞋,鞋靴,￥155.71,"75%,15%,5%,5%,0%",20,服装、鞋靴、箱包, [ Ifme ] 拖鞋 School SC 0003  蓝色 14 3E
3.3,女装,服装服饰,￥165.64 - ￥216.22,"34%,33%,0%,0%,33%",3,服装、鞋靴、箱包,Tommy Hilfiger 汤米·希尔费格 女士 T 恤 Holli C-nk 茶 Ss
4.5,女童鞋,鞋靴,￥129.84 - ￥146.49,"67%,33%,0%,0%,0%",3,服装、鞋靴、箱包,ASAHI 朝日 动物系列 运动鞋 P101
5,女装,服装服饰,￥165.19 - ￥216.92,"100%,0%,0%,0%,0%",4,服装、鞋靴、箱包,Wacoal 华歌尔 Wing 文胸 [*舒适文胸 日常款] 无钢圈
5,女童鞋,鞋靴,￥137.39 - ￥214.35,,1,服装、鞋靴、箱包,Crocs 儿童 Isabella 蝴蝶结装饰凉鞋
4.5,女装,服装服饰,￥232.60 - ￥255.47,"50%,50%,0%,0%,0%",4,服装、鞋靴、箱包,[冠军] 开叉连衣裙 CW-PS306
3.5,女装,服装服饰,￥152.16 - ￥175.83,"50%,13%,13%,12%,12%",8,服装、鞋靴、箱包,[冠军] C Vapor Cool T恤 CW-NS312 女士
3.9,男鞋,鞋靴,￥447.56 - ￥815.09,"58%,16%,8%,5%,13%",193,服装、鞋靴、箱包,Clarks Originals 男士 低帮运动鞋 261073667
5,女装,服装服饰,￥79.89 - ￥350.45,"100%,0%,0%,0%,0%",1,服装、鞋靴、箱包,Champion 女式 Authentic Wash T 恤
4.5,男鞋,鞋靴,"￥427.62 - ￥1,726.15","70%,22%,5%,3%,0%",37,服装、鞋靴、箱包,ECCO 爱步 男式 Yucatan运动凉鞋
5,女装,服装服饰,￥130.55 - ￥307.75,"100%,0%,0%,0%,0%",1,服装、鞋靴、箱包,Champion 女式 Gym Issue 橄榄球 T 恤
4.6,男鞋,鞋靴,￥466.18 - ￥609.40,"84%,9%,3%,1%,3%",70,服装、鞋靴、箱包,ECCO 软7，男式训练
4.3,女装,服装服饰,￥194.76,"53%,40%,7%,0%,0%",15,服装、鞋靴、箱包,犬印本铺 孕妇骨盆带 LL 粉红色 S3054
4.5,男鞋,鞋靴,￥246.31 - ￥993.25,"71%,17%,5%,3%,4%",180,服装、鞋靴、箱包,Crocs 卡骆驰 男士凉鞋 15041 Swiftwater系列 休闲凉鞋 Swiftwater Sandal
3.9,女装,服装服饰,￥111.84 - ￥748.05,"68%,0%,16%,11%,5%",19,服装、鞋靴、箱包,Calvin Klein Women's Modern Cotton Bralette
4.2,男鞋,鞋靴,"￥408.43 - ￥1,383.01","64%,22%,7%,0%,7%",14,服装、鞋靴、箱包,ECCO Exostrike 男式低帮徒步鞋
4.2,女装,服装服饰,￥108.14 - ￥108.44,"67%,0%,33%,0%,0%",3,服装、鞋靴、箱包,iHomey 女式宽边遮阳帽可折叠 UPF 50+ *渔夫帽
4.5,男鞋,鞋靴,￥388.90 - ￥828.87,"73%,9%,18%,0%,0%",11,服装、鞋靴、箱包,ECCO 男士 X-trinsic 凉鞋
3.6,女装,服装服饰,￥243.76 - ￥489.45,"39%,22%,17%,0%,22%",18,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 女士Essence 2个装托胸胸罩
4.8,男鞋,鞋靴,"￥526.61 - ￥1,107.10","91%,0%,9%,0%,0%",22,服装、鞋靴、箱包,ECCO 爱步 男士 Melbourne Wingtip 系带牛津鞋
4.7,女装,服装服饰,￥149.52 - ￥170.45,"75%,25%,0%,0%,0%",4,服装、鞋靴、箱包,[郡是] 无钢圈文胸 KIREILABO·hada+·塑形肌肤的文胸
4,男鞋,鞋靴,￥263.79 - ￥537.19,,7,服装、鞋靴、箱包,Clarks 男士 Vargo Plain 德比鞋，
3.7,女装,服装服饰,￥151.86,,10,服装、鞋靴、箱包,犬印本铺 孕妇 产后妈妈骨盆内裤 粉色L SH2515
4.7,女鞋,鞋靴,"￥321.88 - ￥1,251.19","86%,7%,0%,7%,0%",13,服装、鞋靴、箱包,ECCO Yucatan 女士凉鞋
4.4,男鞋,鞋靴,￥359.53 - ￥893.63,"65%,22%,6%,2%,5%",346,服装、鞋靴、箱包,Clarks 男式 Tilden Cap 牛津鞋
4,女装,服装服饰,￥132.97 - ￥173.23,"38%,25%,37%,0%,0%",8,服装、鞋靴、箱包,Champion 女士休闲宽松运动慢跑长裤
4.5,女鞋,鞋靴,￥271.22 - ￥382.88,"72%,14%,14%,0%,0%",7,服装、鞋靴、箱包,VANS 范斯 女士 FILMORE Decon 运动鞋
4.6,男鞋,鞋靴,￥510.91 - ￥617.70,"85%,5%,8%,0%,2%",38,服装、鞋靴、箱包,ECCO 男士 Terracruise Lt 低帮徒步鞋
5,女装,服装服饰,￥121.78 - ￥446.85,"100%,0%,0%,0%,0%",9,服装、鞋靴、箱包,Calvin Klein Women's Modern Cotton Bralette
4.2,女鞋,鞋靴,"￥544.28 - ￥1,207.59","86%,0%,0%,0%,14%",7,服装、鞋靴、箱包,ASICS Gel-Kayano 25 女式跑步鞋
5,男鞋,鞋靴,￥484.41 - ￥828.53,"100%,0%,0%,0%,0%",7,服装、鞋靴、箱包,ECCO 男士 X-trinsic 凉鞋
5,女装,服装服饰,￥104.54 - ￥118.36,,9,服装、鞋靴、箱包,（厚木）ATSUGI 内裤 3D COVER (3D COVER) 收腹 高腰 背面蕾丝 〈2条装〉
3.5,女鞋,鞋靴,￥248.15 - ￥956.08,"43%,0%,43%,0%,14%",7,服装、鞋靴、箱包,Clarks 女 Demi Beat短靴26135351
3.8,男鞋,鞋靴,"￥234.29 - ￥1,072.45",,24,服装、鞋靴、箱包,PUMA 男式 Thunder Desert 休闲运动鞋/潮流老爹鞋
4.6,女装,服装服饰,￥144.51 - ￥158.79,"67%,33%,0%,0%,0%",3,服装、鞋靴、箱包,[冠军] 口袋T恤 CW-P301
4.6,配饰,服装服饰,￥100.55 - ￥167.21,"79%,11%,4%,1%,5%",306,服装、鞋靴、箱包,New Era MLB NY Yankees 9Forty 可调节棒球帽
4.2,女鞋,鞋靴,,"70%,8%,10%,5%,7%",40,服装、鞋靴、箱包,ASICS 亚瑟士 女 跑步鞋 GEL-NIMBUS 20 T850N
4.2,男鞋,鞋靴,￥250.13 - ￥486.68,,4,服装、鞋靴、箱包,Clarks 其乐 Grandin Plain Derbys 男士休闲鞋
4.5,女装,服装服饰,￥141.66 - ￥197.73,"75%,17%,4%,4%,0%",24,服装、鞋靴、箱包,(黛安芬) Triumph SloggiG016 带罩杯的半身胸衣 N86-2281
4.3,配饰,服装服饰,￥138.08 - ￥172.97,"65%,17%,7%,5%,6%",692,服装、鞋靴、箱包,Timberland 添柏岚 男士 40Mm Pull Up 皮带
4.2,男鞋,鞋靴,￥481.25 - ￥700.12,"72%,16%,4%,0%,8%",25,服装、鞋靴、箱包,ECCO 男式欧文一脚蹬乐福鞋
4.1,女装,服装服饰,￥67.35 - ￥280.72,"72%,8%,10%,2%,8%",50,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 女式 比基尼内裤
4.2,配饰,服装服饰,￥69.00,"50%,33%,17%,0%,0%",6,服装、鞋靴、箱包,迷你创意防晒五折伞 超轻折叠小口袋遮阳伞防紫外线晴雨两用伞黑胶雨伞个性口袋伞 (玫瑰红)
3.5,男鞋,鞋靴,"￥437.23 - ￥1,037.17","40%,20%,20%,20%,0%",4,服装、鞋靴、箱包,ECCO Biom Fjuel Racer 男士跑步鞋
4.3,女装,服装服饰,￥205.77 - ￥318.39,"69%,20%,8%,0%,3%",36,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 女式 Perfectly Fit 记忆触感T恤内衣
4.4,配饰,服装服饰,￥185.77 - ￥200.87,"72%,13%,10%,0%,5%",78,服装、鞋靴、箱包,Champion 渔夫帽 帽子 中性
4.4,男鞋,鞋靴,￥530.62 - ￥695.30,"75%,0%,25%,0%,0%",8,服装、鞋靴、箱包,Clarks 男 功能休闲鞋 26139572
5,太阳镜,服装服饰,￥296.92,"100%,0%,0%,0%,0%",3,服装、鞋靴、箱包,Oakley 欧克利 Stringer 系列 中性 亚洲版 休闲太阳镜 OO9315 蓝紫色镀膜镜片
5,配饰,服装服饰,￥69.80,"100%,0%,0%,0%,0%",5,服装、鞋靴、箱包,德国轻质小五折伞迷你口袋伞两用黑胶晴雨伞男女防晒防紫外线遮阳伞便携太阳伞 (米白色[Ardeco小字黑胶])
4.7,男鞋,鞋靴,￥213.63 - ￥452.86,"80%,20%,0%,0%,0%",5,服装、鞋靴、箱包,Clarks 男士 Step Beat Sun 封闭凉鞋
5,配饰,服装服饰,￥111.64 - ￥148.95,"0%,0%,0%,0%,0%",10,服装、鞋靴、箱包,Bow Tie House 真皮领带 - 真牛皮中性款预系扎 - 多种颜色可选
4.6,男鞋,鞋靴,￥552.38 - ￥787.08,"67%,33%,0%,0%,0%",6,服装、鞋靴、箱包,ECCO Minneapolis 男式方头系带牛津鞋
4.3,配饰,服装服饰,￥89.94 - ￥168.48,"74%,12%,5%,2%,7%",42,服装、鞋靴、箱包,New Era 男童 MLB Basic NY Yankees 9Forty 可调节棒球帽
4.3,男鞋,鞋靴,"￥236.35 - ￥1,078.35","63%,19%,8%,4%,6%",716,服装、鞋靴、箱包,PUMA 彪马 怀旧系列 Suede Classic+ 中性 休闲运动鞋 35263401
4,配饰,服装服饰,￥234.20 - ￥333.03,"55%,20%,20%,0%,5%",20,服装、鞋靴、箱包,HUGO 男式腰带
4.1,男鞋,鞋靴,"￥366.02 - ￥1,416.95","58%,21%,10%,4%,7%",943,服装、鞋靴、箱包,Clarks 男款 Bushacre 2 马靴
4.1,配饰,服装服饰,￥104.23 - ￥117.42,"58%,21%,12%,3%,6%",479,服装、鞋靴、箱包,Timberland 添柏岚 男士35毫米经典牛仔腰带
4.4,男鞋,鞋靴,￥342.74 - ￥559.14,"67%,21%,4%,6%,2%",50,服装、鞋靴、箱包,Clarks 男士休闲乐福鞋
3.8,配饰,服装服饰,￥92.54 - ￥185.50,"60%,7%,20%,0%,13%",15,服装、鞋靴、箱包,Nike Mens Park VI T-Shirt
3.4,男鞋,鞋靴,"￥589.47 - ￥2,456.85","48%,10%,9%,9%,24%",21,服装、鞋靴、箱包,ECCO 爱步 男式 Seattle 方头系带牛津鞋
4.5,配饰,服装服饰,￥246.70,"78%,11%,7%,1%,3%",74,服装、鞋靴、箱包,日本Hoppetta 宝宝6层透气纱布 四季通用睡袋 婴儿款 (0-3岁)
4.7,男鞋,鞋靴,￥271.31 - ￥792.23,"71%,29%,0%,0%,0%",7,服装、鞋靴、箱包,Clarks 男士 Grandin 中号Chukka 靴子
5,配饰,服装服饰,￥69.00,"100%,0%,0%,0%,0%",3,服装、鞋靴、箱包,超大十骨防风雨伞三折晴雨伞 全自动晴雨折叠伞男商务实木手柄绅士雨伞防紫外线遮阳伞（条纹黑色）
4.5,男鞋,鞋靴,￥89.00 - ￥168.00,,16,服装、鞋靴、箱包,金老鼠 2019新款男士帆布鞋休闲男士一脚蹬布鞋驾车鞋（脚型偏胖者选大一码）
5,配饰,服装服饰,￥296.92,"100%,0%,0%,0%,0%",3,服装、鞋靴、箱包,Oakley 欧克利 Stringer 系列 中性 亚洲版 休闲太阳镜 OO9315 蓝紫色镀膜镜片
5,男鞋,鞋靴,"￥724.50 - ￥1,383.96","100%,0%,0%,0%,0%",3,服装、鞋靴、箱包,ECCO 男士 Omni-Vent Gore-tex 系带徒步鞋
5,配饰,服装服饰,￥99.00,"100%,0%,0%,0%,0%",2,服装、鞋靴、箱包,"时尚黑色成人雨衣 艾伦沃克图案 户外男士长款风衣 (艾伦沃克图案, XL)"
4.5,男鞋,鞋靴,"￥674.72 - ￥2,410.94","78%,9%,8%,0%,5%",60,服装、鞋靴、箱包,ECCO 爱步 男式 Biom Fjuel 休闲运动鞋
4.1,卫衣,服装服饰,￥144.85 - ￥276.86,"56%,19%,12%,3%,10%",734,服装、鞋靴、箱包,Champion 男女同款运动潮牌 Powerblend 经典连帽卫衣
3.7,配饰,服装服饰,￥101.33 - ￥107.82,"50%,19%,7%,6%,18%",62,服装、鞋靴、箱包,Columbia 哥伦比亚 男式 三合一银色爪扣皮带，可搭配牛仔裤卡其裤
4,男鞋,鞋靴,"￥271.05 - ￥1,324.46","65%,6%,17%,0%,12%",17,服装、鞋靴、箱包,VANS 范斯 男士 Ward 低帮运动鞋
5,卫衣,服装服饰,￥66.95 - ￥186.11,"100%,0%,0%,0%,0%",2,服装、鞋靴、箱包,Champion 中性款 Heritage 儿童抓绒 Script 套头运动衫
3.9,羽绒,服装服饰,￥172.96 - ￥207.50,,17,服装、鞋靴、箱包,Champion 男式可折叠夹克
4.7,配饰,服装服饰,￥129.97,"75%,25%,0%,0%,0%",4,服装、鞋靴、箱包,w.p.c 拉链包迷你伞 共3色 折叠伞 手开伞 6根伞骨 50厘米 轻量 黑 1×75×10cm
4,男鞋,鞋靴,￥316.56 - ￥801.15,"56%,19%,9%,5%,11%",417,服装、鞋靴、箱包,Clarks 男士Cotrell Edge牛津鞋
4.6,卫衣,服装服饰,￥194.79 - ￥268.70,"76%,15%,3%,3%,3%",234,服装、鞋靴、箱包,Champion 男式 圆领运动衫 基本款
3.4,配饰,服装服饰,￥172.61 - ￥195.89,"41%,15%,7%,4%,33%",27,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 男士 38毫米双面光滑面皮带
4.7,男鞋,鞋靴,￥202.49 - ￥481.85,"79%,14%,0%,7%,0%",14,服装、鞋靴、箱包,atika 男式运动凉鞋 Maya 越野户外涉水鞋 M110 / M 111 (TRUE TO 尺码)
4.5,卫衣,服装服饰,￥238.15 - ￥287.60,"74%,16%,6%,2%,2%",297,服装、鞋靴、箱包,Champion 男士休闲卫衣 C3-J117
4.9,配饰,服装服饰,￥107.64,"93%,7%,0%,0%,0%",14,服装、鞋靴、箱包,サンファミリー 防紫外线遮阳帽
5,男鞋,鞋靴,￥395.53 - ￥524.67,"100%,0%,0%,0%,0%",5,服装、鞋靴、箱包,Ecco 爱步 男士 All Terrain Lite 户外 健身鞋
4.4,卫衣,服装服饰,￥163.71 - ￥212.68,"76%,11%,3%,5%,5%",79,服装、鞋靴、箱包,Champion 圆领运动衫
4.2,男鞋,鞋靴,￥341.88 - ￥594.67,,52,服装、鞋靴、箱包,Clarks 男式 Un Aldric Park皮鞋
4.7,男鞋,鞋靴,"￥434.95 - ￥1,245.53","67%,33%,0%,0%,0%",9,服装、鞋靴、箱包,ECCO 男士 Soft 8 系带运动鞋
4.3,男鞋,鞋靴,￥465.46 - ￥607.40,"58%,17%,25%,0%,0%",12,服装、鞋靴、箱包,ECCO 男士软1男士运动鞋
5,男鞋,鞋靴,￥49.00 - ￥158.00,"100%,0%,0%,0%,0%",5,服装、鞋靴、箱包,金老鼠 2019新款夏季中老年健步鞋 轻便休闲男女鞋 情侣飞织运动鞋（脚型偏胖者选大一码）
3.3,男鞋,鞋靴,￥552.51 - ￥829.67,"34%,33%,0%,0%,33%",6,服装、鞋靴、箱包,ECCO Minneapolis 男式开普托系带牛津鞋
3.8,男鞋,鞋靴,￥92.54 - ￥185.50,"60%,7%,20%,0%,13%",15,服装、鞋靴、箱包,Nike Mens Park VI T-Shirt
3.6,男鞋,鞋靴,￥408.77 - ￥906.38,"43%,29%,0%,14%,14%",7,服装、鞋靴、箱包,ECCO 男士 Soft 7 运动鞋
4.5,男鞋,鞋靴,￥341.79 - ￥643.89,"50%,50%,0%,0%,0%",2,服装、鞋靴、箱包,Clarks 其乐 Hale Lo 男士高帮靴
4.4,男鞋,鞋靴,"￥664.74 - ￥2,401.35","85%,3%,3%,0%,9%",32,服装、鞋靴、箱包,ECCO 爱步 男式 Cool 2.0系列 时尚运动鞋
4.4,风衣夹克,服装服饰,"￥276.22 - ￥1,191.39","59%,30%,9%,0%,2%",63,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 男式 牛仔卡车夹克
4.5,男鞋,鞋靴,￥569.85 - ￥945.19,"74%,17%,2%,4%,3%",58,服装、鞋靴、箱包,ECCO 爱步 男式 Soft 7 运动鞋
4.5,风衣夹克,服装服饰,"￥276.22 - ￥1,611.25",,49,服装、鞋靴、箱包,Columbia 哥伦比亚 男式 Watertight II 防雨夹克
4.1,男鞋,鞋靴,￥411.18 - ￥791.59,,32,服装、鞋靴、箱包,ECCO 男式系带 ECCO 欧文男式系带
4.6,风衣夹克,服装服饰,￥204.63 - ￥318.36,"82%,12%,0%,0%,6%",17,服装、鞋靴、箱包,Columbia Men's Flashback Windbreaker
3.7,男鞋,鞋靴,￥163.25 - ￥432.85,"46%,22%,17%,5%,10%",90,服装、鞋靴、箱包,Crocs 卡骆驰 男士Swiftwater Wave凉鞋
4.2,男鞋,鞋靴,￥262.48 - ￥395.93,"53%,27%,7%,13%,0%",15,服装、鞋靴、箱包,Crocs 卡骆驰 凉鞋 LiterRide 洞洞鞋 男女皆宜
4.3,男鞋,鞋靴,"￥352.20 - ￥1,352.55","68%,18%,6%,3%,5%",187,服装、鞋靴、箱包,Clarks 男士 Tilden Walk Derbys 牛津鞋
5,衬衫领带饰品 ,珠宝首饰,"￥1,556.28",,1,钟表、首饰,tateossian RT GUNMETAL 齿轮袖扣
4.6,衬衫领带饰品 ,珠宝首饰,,"0%,0%,0%,0%,0%",8,钟表、首饰,"Stainless Steel Tie Clip with Chain Mens Necktie Tie Bar, Color Silver"
5,耳饰,珠宝首饰,￥390.00,"100%,0%,0%,0%,0%",1,钟表、首饰,福安阁 天然凤眼菩提子佛珠 手珠 念珠手提珠 108颗 12mm
4.8,耳饰,珠宝首饰,￥599.00,"88%,12%,0%,0%,0%",8,钟表、首饰,alivinee 阿莉维妮 和田白玉耳环 925纯银伴锆石镶和田白玉水滴耳环 创意款民族风耳饰天然和田玉耳坠女士耳钉 附证书 高档礼盒包装 母亲节礼物送礼送朋友 (白玉水滴耳环 6mm* 9mm)
5,吊坠,珠宝首饰,￥298.00,,2,钟表、首饰,alivinee 阿莉维妮 925纯银人鱼泪尾巴蓝色泡沫水晶项链 清新森系学生锁骨链吊坠百搭鱼尾颈链人鱼泪水晶项链 情人节礼物送礼送朋友同学闺蜜女友生日礼物
3.5,吊坠,珠宝首饰,￥100.47,,41,钟表、首饰,HARRY POTTER 官方*珠宝主题项链 银色
4.3,钟,钟表,￥362.40,,42,钟表、首饰,SONY索尼ICFC1PJ镭射投影闹钟收音机ICF-C1T电子闹钟 现货ICF-C1T黑 无投影
5,钟,钟表,￥502.37,,3,钟表、首饰,Seiko 精工 桌面闹钟 棕色 赤桦木外层
5,钟,钟表,￥289.49,"0%,0%,0%,0%,0%",1,钟表、首饰,Park Hill 复古风格厨房秤台钟
4.2,钟,钟表,,"0%,0%,0%,0%,0%",174,钟表、首饰,hito 超大无声吸汗壁钟 - 玻璃盖 镀铬色 13英寸
5,钟,钟表,￥142.29,,2,钟表、首饰,Magnoidz Labs 儿童风力时钟科学套件(3岁+)
4.5,钟,钟表,￥747.51,,16,钟表、首饰,SEIKO 精工 指针表盘光感电波 时尚和弦音乐挂钟 淡金色珍珠漆加工 RE579B SEIKO
3.7,钟,钟表,"￥1,374.55",,167,钟表、首饰,LaMetric Time 智能家居无线时钟
5,衬衫领带饰品 ,珠宝首饰,"￥1,556.28",,1,钟表、首饰,tateossian RT GUNMETAL 齿轮袖扣
4.6,衬衫领带饰品 ,珠宝首饰,,,8,钟表、首饰,"Stainless Steel Tie Clip with Chain Mens Necktie Tie Bar, Color Silver"
avg_rating,father,grandfather,price,ratings,sum_rating,super_father,title
4.1,女装,服装服饰,￥137.66 - ￥242.05,"63%,11%,10%,5%,11%",234,服装、鞋靴、箱包,Calvin Klein 卡尔文·克莱恩 女式弹力棉经典三角内裤
4,女装,服装服饰,￥72.04 - ￥123.46,"61%,16%,14%,2%,7%",101,服装、鞋靴、箱包,Champion 男式 Jersey Ringer 针织运动背心
4.5,女装,服装服饰,￥118.49 - ￥124.78,"74%,16%,6%,1%,3%",74,服装、鞋靴、箱包,（郡是）GUNZE无钢圈文胸质地轻盈无痕，背部设计优美TB1053H 4Q
3.9,女装,服装服饰,￥97.38 - ￥119.38,,28,服装、鞋靴、箱包,(厚木) ATSUGI 连裤袜 ASTIGU【肌】 素肌感 连裤袜 〈3双装〉 (FP5880
4.6,女装,服装服饰,￥140.45 - ￥159.12,,12,服装、鞋靴、箱包,[冠军] 口袋T恤 基本款 CW-M321 女款
5,女装,服装服饰,￥162.54 - ￥169.94,,2,服装、鞋靴、箱包,[冠军] 短裤 CW-P503
4.7,女装,服装服饰,￥270.72,"83%,13%,2%,0%,2%",48,服装、鞋靴、箱包,犬印本铺 孕妇骨盆带 使用期长 L 粉红色 尼龙 HB8149
4.7,女装,服装服饰,￥135.49 - ￥156.66,"84%,11%,5%,0%,0%",19,服装、鞋靴、箱包,[冠军] C Vapor T恤 CW-PS303
4.4,女装,服装服饰,￥167.62 - ￥191.73,,79,服装、鞋靴、箱包,Wacoal 华歌尔 无钢圈文胸 [整洁简易文胸 日常型]
3.8,女装,服装服饰,￥92.54 - ￥183.13,,15,服装、鞋靴、箱包,Nike Mens Park VI T-Shirt
3.6,女装,服装服饰,￥131.87 - ￥166.87,,20,服装、鞋靴、箱包,Champion 女士 圆领T恤
4.5,女装,服装服饰,￥169.00 - ￥179.00,,2,服装、鞋靴、箱包,Fanru 梵如 女式夏装新款韩版印花棉麻连衣裙女短袖气质学院风裙子 7B18-ZH1X
4.6,女装,服装服饰,￥82.61 - ￥100.37,,39,服装、鞋靴、箱包,(郡是) GUNZE 短裤 舒适工作室 两条装 ***纯棉 日本制造KH5070
4.1,女装,服装服饰,￥170.94,"67%,7%,15%,7%,4%",27,服装、鞋靴、箱包,犬印本铺 产后恢复内衣收腹带束腰70cm 粉色 N2803
4.2,女装,服装服饰,￥160.99,,34,服装、鞋靴、箱包,ATSUGI 厚木 矫正短裤 骨盆矫正 骨盆交叉短裤提臀〈2件装〉88227AS 491 黑色 L
4.3,女装,服装服饰,￥128.37 - ￥180.94,"64%,15%,9%,4%,8%",93,服装、鞋靴、箱包,GUNZE 郡是 无钢圈文胸 温柔物语・精致，背部舒适无痕 女士
4.5,女装,服装服饰,￥155.08 - ￥257.09,"50%,50%,0%,0%,0%",2,服装、鞋靴、箱包,[冠军] 水手领衬衫 CW-PS001
3.7,女装,服装服饰,￥94.52 - ￥114.20,,14,服装、鞋靴、箱包,[郡是] 轻型文胸【包覆全罩杯】无钢圈文胸 EB1229H
3.5,靴子,鞋靴,￥248.15 - ￥956.08,,7,服装、鞋靴、箱包,Clarks 女 Demi Beat短靴26135351
4.4,女装,服装服饰,￥113.98 - ￥141.89,,25,服装、鞋靴、箱包,GUNZE郡是 无钢圈文胸 KIREILABO 完全无缝 棉混纺 清凉触感 半身背心 女式 KL2055
